City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
272,Saint George,US,37.1041,-113.5841,75.99,16,1,3.44,clear sky
273,Sorong,ID,-0.8833,131.25,79.03,84,100,1.03,overcast clouds
274,Chumikan,RU,54.7183,135.315,23.54,92,100,13.58,light snow
275,Hobyo,SO,5.3505,48.5268,79.43,79,61,11.01,broken clouds
276,Yulara,AU,-25.2406,130.9889,75.2,46,0,11.5,clear sky
277,High Rock,BS,26.6208,-78.2833,78.8,73,20,6.91,few clouds
278,Bima,ID,-8.4667,118.7167,80.33,88,100,2.75,light rain
279,Kavaratti,IN,10.5669,72.642,82.98,71,100,1.5,overcast clouds
280,Turayf,SA,31.6725,38.6637,46.4,49,0,5.75,clear sky
281,Rafaela,AR,-31.2503,-61.4867,64.99,68,96,3.0,overcast clouds
282,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.44,97,74,1.81,broken clouds
283,Cartagena,CO,10.3997,-75.5144,84.2,70,20,8.05,few clouds
284,Praya,CV,14.9215,-23.5087,68.0,73,75,23.02,broken clouds
285,Beira,MZ,-19.8436,34.8389,74.01,82,23,13.76,few clouds
286,Tra Vinh,VN,9.9347,106.3453,79.7,81,77,6.82,broken clouds
287,Waingapu,ID,-9.6567,120.2641,82.42,81,99,9.48,overcast clouds
288,Kralendijk,BQ,12.15,-68.2667,77.0,88,20,19.57,few clouds
289,Abadiania,BR,-16.2042,-48.7069,71.6,64,0,2.3,clear sky
290,Caravelas,BR,-17.7125,-39.2481,77.16,78,0,6.08,clear sky
291,Sept-Iles,CA,50.2001,-66.3821,28.4,100,90,21.85,snow
292,Lengshuijiang,CN,27.6881,111.4294,70.11,87,93,1.79,overcast clouds
293,Gorodishche,RU,48.8045,44.4744,28.4,93,0,6.71,clear sky
294,Auki,SB,-8.7676,160.7034,86.18,62,26,2.82,scattered clouds
295,Victor Harbor,AU,-35.5667,138.6167,64.99,69,14,5.03,few clouds
296,Ust-Kuyga,RU,70.0167,135.6,8.47,94,100,4.94,overcast clouds
297,Banda Aceh,ID,5.5577,95.3222,79.39,78,92,2.89,overcast clouds
298,Vila Franca Do Campo,PT,37.7167,-25.4333,59.0,82,75,11.5,broken clouds
299,Kortkeros,RU,61.8106,51.5806,33.8,51,0,8.95,clear sky
300,Birao,CF,10.2849,22.7882,78.53,12,1,12.24,clear sky
301,Arang,IN,21.2,81.9667,75.97,17,0,6.02,clear sky
302,Lake Charles,US,30.2131,-93.2044,60.8,62,90,8.05,moderate rain
303,Chara,RU,56.9064,118.2631,14.11,79,72,1.12,broken clouds
304,Ust-Tarka,RU,55.5672,75.705,27.07,98,100,3.36,light snow
305,Kruisfontein,ZA,-34.0033,24.7314,62.01,77,93,4.0,overcast clouds
306,Palmer,US,42.1584,-72.3287,55.0,100,90,3.44,mist
307,Andenes,NO,69.3143,16.1194,33.8,75,97,10.36,overcast clouds
308,Lakes Entrance,AU,-37.8811,147.981,61.0,71,58,3.0,broken clouds
309,Bonavista,CA,48.6499,-53.1147,23.0,80,34,3.44,scattered clouds
310,Kavieng,PG,-2.5744,150.7967,85.68,67,93,13.96,light rain
311,Ketchikan,US,55.3422,-131.6461,42.8,56,40,19.57,scattered clouds
312,Port Blair,IN,11.6667,92.75,80.06,76,56,2.77,broken clouds
313,Nouakchott,MR,18.0858,-15.9785,69.8,73,0,17.27,clear sky
314,Lavrentiya,RU,65.5833,-171.0,13.17,92,100,19.53,light snow
315,Laguna,US,38.421,-121.4238,81.0,22,1,3.36,clear sky
316,Iquitos,PE,-3.7481,-73.2472,77.0,88,75,3.44,light rain
317,Noumea,NC,-22.2763,166.4572,86.0,58,20,4.61,few clouds
318,Baoro,CF,5.6667,15.9667,74.48,66,58,3.33,broken clouds
319,Constantine,DZ,36.365,6.6147,53.6,76,0,2.3,clear sky
320,Kirakira,SB,-10.4544,161.9205,86.63,65,61,5.53,moderate rain
321,Daru,PG,-9.0763,143.2092,81.12,87,100,9.55,overcast clouds
322,Anadyr,RU,64.75,177.4833,12.2,85,40,29.08,snow
323,Derzhavinsk,KZ,51.1,66.3167,13.32,95,12,9.53,few clouds
324,Jerantut,MY,3.936,102.3626,74.25,96,28,1.59,scattered clouds
325,Gopalur,IN,16.6167,77.8,78.55,39,10,4.9,clear sky
326,Tondano,ID,1.3038,124.9112,78.8,94,40,2.3,scattered clouds
327,Ciochina,RO,44.5833,27.0667,46.0,44,99,3.0,overcast clouds
328,Bereda,ES,43.2686,-7.5406,52.0,76,0,3.44,clear sky
329,Port Lincoln,AU,-34.7333,135.8667,66.16,71,3,9.86,clear sky
330,Teguise,ES,29.0605,-13.564,64.4,77,20,3.44,few clouds
331,Chitral,PK,35.8462,71.7858,50.67,90,98,4.54,overcast clouds
332,Laredo,US,27.5064,-99.5075,59.0,72,90,5.75,overcast clouds
333,Villa Bruzual,VE,9.3328,-69.1208,84.11,51,86,3.44,overcast clouds
334,Chicama,PE,-7.8447,-79.1469,73.99,71,75,6.44,broken clouds
335,Manzhouli,CN,49.6,117.4333,29.91,53,3,17.78,clear sky
336,Badiraguato,MX,25.3667,-107.5167,87.8,27,90,9.22,overcast clouds
337,Hualmay,PE,-11.0964,-77.6139,69.85,84,80,8.48,broken clouds
338,West Wendover,US,40.7391,-114.0733,69.8,19,1,17.27,clear sky
339,Bayir,TR,37.2687,28.2167,41.0,87,0,4.61,clear sky
340,Gunjur,GM,13.2019,-16.7339,69.8,78,0,14.97,clear sky
341,Saint Anthony,US,45.0205,-93.218,45.0,39,1,12.66,clear sky
342,Fethiye,TR,36.6217,29.1164,46.4,87,0,5.75,clear sky
343,Santa Rosa,PH,14.3122,121.1114,82.99,74,20,5.75,few clouds
344,Strzelce Krajenskie,PL,52.8773,15.5298,48.99,71,100,1.01,overcast clouds
345,Sharan,RU,54.8167,54.0,11.26,96,17,2.89,few clouds
346,Kaeo,NZ,-35.1,173.7833,72.0,95,76,8.01,broken clouds
347,Binghamton,US,42.0987,-75.918,48.0,87,75,10.36,broken clouds
348,Batagay-Alyta,RU,67.8006,130.4114,3.07,79,90,2.91,overcast clouds
349,Amalapuram,IN,16.5833,82.0167,74.5,91,11,0.6,few clouds
350,Majene,ID,-3.5403,118.9707,79.97,77,93,4.41,overcast clouds
351,Gao,ML,16.6362,1.637,71.58,13,0,12.64,clear sky
352,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,83.89,36,88,4.0,overcast clouds
353,Camocim,BR,-2.9022,-40.8411,76.59,85,13,5.28,few clouds
354,Porto Walter,BR,-8.2686,-72.7439,73.63,97,99,2.71,moderate rain
355,Sibu,MY,2.3,111.8167,75.2,100,40,1.14,scattered clouds
356,Mahebourg,MU,-20.4081,57.7,75.2,88,20,5.75,few clouds
357,Klaksvik,FO,62.2266,-6.589,41.0,87,20,12.66,few clouds
358,Joshimath,IN,30.5667,79.5667,54.25,63,37,2.59,scattered clouds
359,Suntar,RU,62.1444,117.6319,16.0,93,84,3.11,broken clouds
360,Wakkanai,JP,45.4094,141.6739,39.2,100,75,1.14,broken clouds
361,Maputo,MZ,-25.9653,32.5892,70.0,78,75,12.66,broken clouds
362,Grand-Santi,GF,4.25,-54.3833,72.7,99,97,3.0,heavy intensity rain
363,Tambovka,RU,50.0969,128.0489,37.4,93,75,6.71,broken clouds
364,Shirokiy,RU,49.758,129.523,35.08,97,100,8.7,light rain
365,Arman,RU,59.7,150.1667,11.61,80,30,1.36,scattered clouds
366,Husavik,IS,66.0449,-17.3389,30.2,69,75,20.71,light snow
367,Guerrero Negro,MX,27.9769,-114.0611,78.17,28,29,11.1,scattered clouds
368,Chokurdakh,RU,70.6333,147.9167,-2.9,96,98,5.21,overcast clouds
369,Luanda,AO,-8.8368,13.2343,78.57,77,94,7.38,overcast clouds
370,Duluth,US,46.7833,-92.1066,42.8,38,1,6.91,clear sky
371,La Plata,AR,-34.9215,-57.9545,66.99,95,23,3.98,few clouds
372,Morondava,MG,-20.2833,44.2833,74.66,86,1,7.49,clear sky
373,Kaminskiy,RU,57.1516,41.4732,25.5,96,8,4.25,clear sky
374,Hays,US,30.0502,-98.0336,70.0,26,47,3.0,scattered clouds
375,Waddan,LY,29.1614,16.139,56.64,36,9,10.13,clear sky
376,Vila Velha,BR,-20.3297,-40.2925,77.0,83,0,2.3,clear sky
377,The Valley,AI,18.217,-63.0578,78.8,83,40,13.8,scattered clouds
378,Maniitsoq,GL,65.4167,-52.9,1.56,62,23,9.22,few clouds
379,Airai,TL,-8.9266,125.4092,61.12,98,100,2.48,heavy intensity rain
380,Satipo,PE,-11.2522,-74.6386,70.59,98,97,2.04,overcast clouds
381,Fairbanks,US,64.8378,-147.7164,19.0,45,1,5.03,clear sky
382,Muravlenko,RU,63.7898,74.523,0.72,96,90,11.25,overcast clouds
383,Panaba,MX,21.2833,-88.2667,86.47,45,1,14.79,clear sky
384,Kloulklubed,PW,7.0419,134.2556,77.0,94,90,12.66,heavy intensity rain
385,Egvekinot,RU,66.3167,-179.1667,8.33,90,100,13.53,light snow
386,Coihaique,CL,-45.5752,-72.0662,59.0,72,40,6.91,scattered clouds
387,Samarai,PG,-10.6167,150.6667,84.07,74,87,11.3,overcast clouds
388,Opuwo,NA,-18.0607,13.84,72.5,54,86,2.89,overcast clouds
389,Bahile,PH,9.9995,118.7878,77.0,83,75,6.91,broken clouds
390,Kununurra,AU,-15.7667,128.7333,82.4,78,100,5.75,overcast clouds
391,Harer,ET,9.3094,42.1258,59.68,36,25,4.5,scattered clouds
392,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.78,80,90,6.2,overcast clouds
393,Sabang,ID,5.8933,95.3214,81.16,72,96,3.06,overcast clouds
394,Bara,NG,10.3744,10.7288,78.8,17,0,13.38,clear sky
395,Belmonte,BR,-15.8631,-38.8828,78.8,69,0,6.91,clear sky
396,Badarganj,BD,25.674,89.0549,73.02,21,0,4.5,clear sky
397,Puerto Escondido,MX,15.85,-97.0667,84.2,70,1,9.22,clear sky
398,Ridgecrest,US,35.6225,-117.6709,82.4,7,1,8.05,clear sky
399,Huarmey,PE,-10.0681,-78.1522,71.02,82,94,8.63,overcast clouds
400,Tromso,NO,69.6496,18.957,30.2,69,0,5.75,clear sky
401,Albanel,CA,48.8832,-72.4487,32.0,100,100,10.36,snow
402,Aksu,CN,41.1231,80.2644,53.26,44,86,2.55,overcast clouds
403,Enterprise,US,36.0252,-115.2419,80.01,11,1,4.61,clear sky
404,Malangali,TZ,-8.5667,34.85,58.86,89,85,4.25,overcast clouds
405,Sosnovo-Ozerskoye,RU,52.5249,111.5418,11.34,90,69,2.08,broken clouds
406,Saint-Augustin,CA,51.226,-58.6502,6.82,85,37,5.32,scattered clouds
407,Stancuta,RO,44.9,27.8333,44.46,58,78,10.25,broken clouds
408,Goya,AR,-29.14,-59.2626,59.86,86,16,5.06,few clouds
409,Zavet,BG,43.7667,26.6667,48.0,56,99,2.57,overcast clouds
410,Tabou,CI,4.423,-7.3528,78.19,88,82,4.16,light rain
411,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.86,88,45,6.69,scattered clouds
412,Awjilah,LY,29.1081,21.2869,57.4,38,36,9.01,scattered clouds
413,Horsham,GB,51.064,-0.3272,48.2,87,40,6.91,scattered clouds
414,Nereju,RO,45.7167,26.7167,32.0,79,100,5.41,overcast clouds
415,Pandan,PH,14.0453,124.1694,81.48,79,100,7.36,overcast clouds
416,College,US,64.8569,-147.8028,19.0,48,75,4.61,broken clouds
417,Leshukonskoye,RU,64.8989,45.7622,33.69,94,100,8.25,overcast clouds
418,Ayan,RU,56.45,138.1667,22.35,85,100,4.61,overcast clouds
419,Mosquera,CO,4.7059,-74.2302,60.8,59,20,9.22,few clouds
420,Mahanoro,MG,-19.9,48.8,74.32,90,54,4.18,broken clouds
421,Morant Bay,JM,17.8815,-76.4093,84.2,54,20,24.16,few clouds
422,Bathsheba,BB,13.2167,-59.5167,78.8,69,40,21.85,scattered clouds
423,Broome,US,42.2506,-75.833,48.0,87,75,10.36,broken clouds
424,Zarautz,ES,43.2844,-2.1699,53.01,82,0,1.14,clear sky
425,Lata,PT,40.1629,-8.3327,55.99,69,58,1.99,broken clouds
426,Odienne,CI,9.51,-7.5692,75.33,70,98,5.01,overcast clouds
427,Haines Junction,CA,60.7522,-137.5108,26.6,22,20,4.61,few clouds
428,Santander,ES,43.4647,-3.8044,54.0,87,0,3.15,clear sky
429,Tual,ID,-5.6667,132.75,81.32,82,100,11.34,overcast clouds
430,Montrose,US,38.4166,-108.2673,61.0,20,0,5.01,clear sky
431,Mandera,KE,3.9366,41.867,81.48,62,71,18.57,broken clouds
432,Azad Shahr,IR,34.7909,48.5707,36.81,39,0,1.21,clear sky
433,Krasnoselkup,RU,65.7,82.4667,-7.96,98,10,10.51,clear sky
434,Nizwa,OM,22.9333,57.5333,78.37,17,17,4.47,few clouds
435,Shingu,JP,33.7333,135.9833,60.8,72,40,9.22,scattered clouds
436,Taylor,US,32.3001,-99.8337,71.6,21,1,5.75,clear sky
437,Touros,BR,-5.1989,-35.4608,80.6,83,20,4.61,few clouds
438,Miri,MY,4.4148,114.0089,77.0,100,40,2.3,scattered clouds
439,Burayevo,RU,55.8407,55.4083,13.78,96,10,3.71,clear sky
440,Broken Hill,AU,-31.95,141.4333,64.4,48,8,10.36,clear sky
441,Pyay,MM,18.8167,95.2167,77.25,48,57,2.59,broken clouds
442,Camacupa,AO,-12.0167,17.4833,61.02,97,100,3.58,light rain
443,Port-Cartier,CA,50.0334,-66.8654,28.0,100,90,21.85,snow
444,Ponta Delgada,PT,37.7333,-25.6667,59.0,82,75,11.5,broken clouds
445,Pahrump,US,36.2083,-115.9839,80.01,7,0,1.01,clear sky
446,Khorixas,NA,-20.3667,14.9667,72.27,43,81,3.42,broken clouds
447,Preobrazheniye,RU,42.9019,133.9064,36.59,97,100,3.06,overcast clouds
448,Acarau,BR,-2.8856,-40.12,77.43,83,9,6.02,clear sky
449,Impfondo,CG,1.6381,18.0667,75.09,72,19,0.76,few clouds
450,Ostrovnoy,RU,68.0531,39.5131,35.49,97,100,10.74,overcast clouds
451,Penzance,GB,50.1186,-5.5371,50.0,87,90,24.16,overcast clouds
452,Camacha,PT,33.0833,-16.3333,62.6,88,75,10.36,broken clouds
453,Belfast,GB,54.5833,-5.9333,55.99,94,90,23.02,overcast clouds
454,Ukiah,US,39.1502,-123.2078,78.8,21,1,3.44,clear sky
455,Paamiut,GL,61.994,-49.6678,6.8,79,1,9.69,clear sky
456,Odweyne,SO,9.4092,45.064,70.14,42,23,6.44,few clouds
457,Jaffna,LK,9.6685,80.0074,78.28,81,23,7.65,few clouds
458,Houma,US,29.5958,-90.7195,66.2,63,1,13.8,clear sky
459,Upata,VE,8.0086,-62.3989,77.0,91,57,1.99,broken clouds
460,Yichang,CN,30.7144,111.2847,63.0,76,3,1.28,clear sky
461,Magdalena,PH,14.1999,121.429,84.99,71,84,7.0,broken clouds
462,Muswellbrook,AU,-32.2667,150.9,69.08,69,23,3.74,few clouds
463,Padang,ID,-0.9492,100.3543,73.4,100,20,2.3,light rain
464,Pochutla,MX,15.7432,-96.4661,87.8,45,1,17.27,clear sky
465,Fuerte Olimpo,PY,-21.0415,-57.8738,78.82,60,25,9.15,scattered clouds
466,Middlebury,US,44.0153,-73.1673,45.0,92,100,10.0,light rain
467,Oriximina,BR,-1.7656,-55.8661,75.45,92,26,2.62,scattered clouds
468,Camana,PE,-16.6228,-72.7111,71.4,84,75,6.33,broken clouds
469,Virginia Beach,US,36.8529,-75.978,72.0,76,100,7.0,overcast clouds
470,Skibbereen,IE,51.55,-9.2667,51.8,93,90,26.46,overcast clouds
471,Ermoupolis,GR,37.4423,24.9425,55.0,76,6,6.91,clear sky
472,Karratha,AU,-20.7377,116.8463,89.91,42,73,10.6,broken clouds
473,Burley,US,42.5357,-113.7928,71.6,15,1,19.57,clear sky
474,Saint-Georges,GD,12.0564,-61.7485,78.8,83,75,17.27,broken clouds
475,Mopipi,BW,-21.1833,24.8833,71.08,56,1,15.68,clear sky
476,Kontagora,NG,10.3999,5.4695,83.19,13,2,9.28,clear sky
477,Pangkalanbuun,ID,-2.6833,111.6167,76.62,95,96,0.45,light rain
478,Amapa,BR,1.0,-52.0,72.21,99,100,2.68,overcast clouds
479,Abu Samrah,SY,35.3029,37.1841,45.21,71,1,4.56,clear sky
480,Ipora,BR,-16.4419,-51.1178,71.71,66,75,1.72,broken clouds
481,Olafsvik,IS,64.8945,-23.7142,28.96,63,100,13.69,overcast clouds
482,Eirunepe,BR,-6.6603,-69.8736,74.1,97,94,2.19,overcast clouds
483,Saint John,CA,45.2727,-66.0677,35.6,86,90,21.85,snow
484,Beringovskiy,RU,63.05,179.3167,16.09,90,100,19.6,light snow
485,Deep River,CA,46.1001,-77.4995,42.8,87,90,9.22,overcast clouds
486,Cayenne,GF,4.9333,-52.3333,81.0,78,40,10.36,scattered clouds
487,Labuhan,ID,-6.8844,112.2051,78.71,84,90,5.28,overcast clouds
488,Korla,CN,41.7597,86.1469,55.81,41,100,9.26,light rain
489,Pedernales,DO,18.0384,-71.744,80.55,64,0,12.28,clear sky
490,Umm Lajj,SA,25.0213,37.2685,71.1,53,8,13.62,clear sky
491,Altay,CN,47.8667,88.1167,32.31,96,95,0.69,overcast clouds
492,Rocha,UY,-34.4833,-54.3333,61.72,95,77,3.85,broken clouds
493,Hastings,GB,50.8552,0.5729,48.0,76,96,5.99,overcast clouds
494,Comodoro Rivadavia,AR,-45.8667,-67.5,59.0,72,0,9.22,clear sky
495,Salym,RU,60.0625,71.4789,3.67,97,69,5.84,broken clouds
496,Nioro,GM,13.35,-15.75,76.62,35,2,6.64,clear sky
497,Lorengau,PG,-2.0226,147.2712,83.77,77,100,9.73,overcast clouds
498,Shelburne,CA,44.0787,-80.2041,37.0,100,99,24.92,snow
499,Batemans Bay,AU,-35.7167,150.1833,69.01,66,6,1.01,clear sky
500,Namatanai,PG,-3.6667,152.4333,84.69,67,84,7.56,broken clouds
501,San Carlos,VE,9.6612,-68.5827,82.6,59,97,4.16,overcast clouds
502,Bellinzona,CH,46.1928,9.017,50.0,87,28,5.93,scattered clouds
503,Codrington,AU,-38.2667,141.9667,61.9,61,90,5.59,overcast clouds
504,Wajima,JP,37.4,136.9,53.6,94,75,11.5,broken clouds
505,Chake Chake,TZ,-5.2459,39.7666,78.84,83,26,3.6,light rain
506,Pafos,CY,34.7667,32.4167,46.4,71,20,6.91,few clouds
507,Cockburn Town,TC,21.4612,-71.1419,78.8,69,40,17.27,scattered clouds
508,Aleksandrovka,UA,46.8383,32.7612,43.86,83,74,9.48,broken clouds
509,Puerto Colombia,CO,10.9878,-74.9547,80.6,78,40,12.66,scattered clouds
510,Bud,US,39.447,-86.1758,43.0,57,68,13.65,broken clouds
511,Nueve De Julio,AR,-35.4444,-60.8831,64.0,97,79,1.01,broken clouds
512,Taxco,MX,18.55,-99.6,99.0,15,40,3.87,scattered clouds
513,Nyuksenitsa,RU,60.4128,44.2397,20.52,99,68,4.41,broken clouds
514,Okhotsk,RU,59.3833,143.3,14.0,79,63,9.8,broken clouds
515,Katherine,AU,-14.4667,132.2667,78.8,78,97,4.61,overcast clouds
516,Humaita,BR,-7.5061,-63.0208,74.07,97,93,0.87,overcast clouds
517,Bansang,GM,13.4333,-14.65,82.92,12,1,5.73,clear sky
518,Peniche,PT,39.3558,-9.3811,59.0,79,46,1.01,scattered clouds
519,Chernyshkovskiy,RU,48.4219,42.2308,33.1,78,99,3.09,overcast clouds
520,Shimoda,JP,34.6667,138.95,69.01,88,20,8.05,few clouds
521,San Quintin,MX,30.4833,-115.95,68.95,40,0,13.85,clear sky
522,Nizhnyaya Tavda,RU,57.6731,66.1725,24.21,90,40,10.27,scattered clouds
523,Sri Aman,MY,1.2376,111.4621,73.4,100,99,0.72,overcast clouds
524,Ritchie,ZA,-29.038,24.6028,62.6,59,37,8.05,scattered clouds
525,Launceston,AU,-41.45,147.1667,57.99,41,25,13.8,scattered clouds
526,Dubai,AE,25.2582,55.3047,73.4,73,0,6.91,clear sky
527,Bonfim,BR,3.0833,-59.95,82.87,61,91,10.27,light rain
528,Russell,US,32.3502,-85.1999,64.4,82,90,10.36,overcast clouds
529,Madikeri,IN,12.4167,75.7333,64.09,97,96,1.28,moderate rain
530,Pizhanka,RU,57.4604,48.542,16.05,96,7,3.15,clear sky
531,Blythe,US,33.6103,-114.5964,86.0,9,1,4.21,clear sky
532,Boden,SE,65.8252,21.6886,33.8,93,90,3.44,overcast clouds
533,Springfield,US,37.2153,-93.2982,57.2,33,1,8.05,clear sky
534,Lockhart,US,28.6194,-81.4426,82.99,65,84,1.99,broken clouds
535,Zhangye,CN,38.9342,100.4517,47.05,37,4,7.07,clear sky
536,Valparaiso,CL,-33.0393,-71.6273,59.0,94,0,4.61,clear sky
537,Goderich,CA,43.7501,-81.7165,33.8,93,100,19.57,light snow
538,Laje,BR,-10.1833,-40.9667,72.91,31,74,3.0,broken clouds
539,Cedar City,US,37.6775,-113.0619,66.2,11,1,17.27,clear sky
540,Lasa,IT,46.6166,10.7002,46.99,64,0,4.61,clear sky
541,Qinzhou,CN,21.95,108.6167,74.46,87,65,12.8,broken clouds
542,Atar,MR,20.5169,-13.0499,76.03,26,72,7.52,broken clouds
543,Yaan,NG,7.3833,8.5667,87.94,16,37,4.0,scattered clouds
544,Clyde River,CA,70.4692,-68.5914,-5.8,77,75,9.22,broken clouds
